Arizona Diamondbacks,"Montes De Oca, ChristianChristian Montes De Oca",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Moreno, GabrielGabriel Moreno",53,174,29,47,8,1,5,20,13,0,32,.270,.324,.414
Arizona Diamondbacks,"Morillo, JuanJuan Morillo",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Naylor, JoshJosh Naylor",73,281,39,85,17,1,9,49,24,1,39,.302,.356,.466
Arizona Diamondbacks,"Nelson, RyneRyne Nelson",1,1,1,1,0,0,0,1,0,0,0,1.000,1.000,1.000
Arizona Diamondbacks,"Perdomo, GeraldoGeraldo Perdomo",74,269,38,69,16,1,7,49,41,0,38,.257,.351,.401
Arizona Diamondbacks,"Pfaadt, BrandonBrandon Pfaadt",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Puk, A.J.A.J. Puk",2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Rodriguez, EduardoEduardo Rodriguez",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Scott, TaylerTayler Scott",0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Smith, PavinPavin Smith",67,179,28,49,13,1,6,21,36,1,67,.274,.394,.458
Arizona Diamondbacks,"Suárez, EugenioEugenio Suárez",75,276,47,68,14,0,24,65,21,1,80,.246,.319,.558
Arizona Diamondbacks,"Tawa, TimTim Tawa",49,124,19,29,6,0,6,14,13,0,35,.234,.305,.427
Arizona Diamondbacks,"Thomas, AlekAlek Thomas",65,193,22,49,9,2,3,19,8,0,50,.254,.296,.368
Arizona Diamondbacks,"Thompson, RyanRyan Thompson",1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
Arizona Diamondbacks,"Vargas, IldemaroIldemaro Vargas",6,16,4,4,1,0,1,4,0,0,4,.250,.250,.500
